,Dateiname,Textnummer,Zeichenanzahl,Titel,Bibliographischer Nachweis,Sprache,Erscheinungsort,Jahr,Postume Nachdrucke,Entsprechungen in Buchwerken,lat,lng
73,1796-Ueber_die_einfache-1,I.49,40551.0,"Ueber die einfache Vorrichtung, durch welche sich Menschen stundenlang in irrespirablen Gasarten, ohne Nachtheil der Gesundheit, und mit brennenden Lichtern aufhalten können; oder vorläufige Anzeige einer Rettungsflasche und eines Lichterhalters","in: Chemische Annalen für die Freunde der Naturlehre, Arzneygelahrtheit, Haushaltungskunst und Manufakturen 13:2:8 (1796), S. 99–110; 13:2:9 (1796), S. 195–210.",Deutsch,Helmstedt,1796,"Alexander von Humboldt, Kosmische Naturbetrachtung, herausgegeben von Rudolph Zaunick, Stuttgart 1958.",,52.2279,11.00985
74,1796-Ueber_die_einfache-2,I.49,23206.0,"Nachricht von des Hrn. Oberbergraths von Humboldt, Rettungsapparat, in den Gruben und Minengängen, bey bösen Wettern und Pulverdampf. Aus einer ausführlichen Handschrift des Hrn. Erfinders gezogen","in: Magazin für den neuesten Zustand der Naturkunde mit Rücksicht auf die dazu gehörigen Hülfswissenschaften 1:1 (1797), S.144–161, 183, Tafel.",Deutsch,Jena,1797,,,50.92878,11.5899
75,1797-A_letter_from-1,I.51,13072.0,"A Letter from M. de Humboldt to M. Pictet, on the Magnetic Polarity of a Mountain of Serpentine Ü","in: A Journal of Natural Philosophy, Chemistry, and the Arts 1 (Juni 1797), S. 97–100.",Englisch,London,1797,"Humboldt. Correspondance scientifique et littéraire, herausgegeben von Jean Bernard Marie Alexandre Dezos de La Roquette, 2 Bände, Paris: E. Ducrocq 1865/1869, Band 1, S. 37–44.",,51.50853,-0.12574
76,1797-A_letter_from-2,I.51,13403.0,"A Letter from Mr. de Humboldt, &c. Lettre de Mr. de Humboldt à Mr. Pictet sur la polarité magnétique d’une Montagne de Serpentine","in: Bibliothèque britannique 5:4 (August 1797), S. 376–385.",Französisch,Genf,1797,,,46.20222,6.14569
77,1797-A_letter_from-3,I.51,13801.0,"Lettre de Humboldt à Pictet, sur les Polarités magnétiques d’une Montagne de Serpentine","in: Journal de physique, de chimie, d’histoire naturelle et des arts 2:4 [= 45:4] (1794), S. 314–318.",Französisch,Paris,1794,,,48.85341,2.3488
78,1797-Auszug_eines_Briefes-1-neu,I.52,174.0,Auszug eines Briefes des Herrn von Humboldt,"in: Neues Magazin für Aerzte 19:1 (1797), S. 17.",Deutsch,Leipzig,1797,"Die Jugendbriefe Alexander von Humboldts 1787–1799, herausgegeben von Ilse Jahn und Fritz G. Lange, Berlin: Akademie 1973, S. 568.",,51.33962,12.37129
79,1797-Lettre_de_M_Von-1,I.53,13827.0,"Lettre de M. Von Humboldt à M. Van-Mons, sur le procédé chimique de la vitalité / Addition à la Lettre précédente","in: Annales de chimie 22 (11 Floréal an 5, 30. April 1797), S. 64–76.",Französisch,Paris,1797,"Humboldt. Correspondance scientifique et littéraire, herausgegeben von Jean Bernard Marie Alexandre Dezos de La Roquette, 2 Bände, Paris: E. Ducrocq 1865/1869, Band 1, S. 25–33.",,48.85341,2.3488
80,1797-Lettre_de_M_Von-2-neu,I.53,13933.0,A Letter from Mr. Von Humboldt to M. H. Van Mons on the Chemical Process of Vitality; together with the Extract of a Letter from Citizen Fourcroy to Citizen Van Mons on the same Subject,"in: A Journal of Natural Philosophy, Chemistry, and the Arts 1 (November 1797), S. [359]–363.",Englisch,London,1797,,,51.50853,-0.12574
81,1797-Lettre_de_M_Von-3,I.53,15630.0,Schreiben des Herrn Oberbergraths von Humboldt an Herrn van Mons in Brüssel über den chemischen Prozeß der Vitalität,"in: Neues Journal der Physik 4:2 (1797), S. 171–179.",Deutsch,Leipzig,1797,,,51.33962,12.37129
82,1797-Ueber_den_polarisirenden-1,I.54,8423.0,Ueber den polarisirenden Serpentinstein,"in: Chemische Annalen für die Freunde der Naturlehre, Arzneygelahrtheit, Haushaltungskunst und Manufakturen 14:1:2 (1797), S. 99–104.",Deutsch,Helmstedt,1797,,,52.2279,11.00985
83,1797-Ueber_die_Anwendung-1,I.55,34044.0,Ueber die Anwendung des Galvanischen Reizmittels auf die praktische Heilkunde,"in: Journal für die Chirurgie, Geburtshülfe und gerichtliche Arzneykunde 1:3 (1797), S. 447–471.",Deutsch,Jena,1797,,,50.92878,11.5899
84,1797-Ueber_die_Anwendung-2,I.55,35750.0,"Lettre à M. Loder, sur l’application du Galvanisme à la Médecine-pratique","in: Bibliothèque germanique médico-chirurgicale 2:4 (Germinal an 8 [März/April 1800]), S. 301–330.",Französisch,Paris,1800,,,48.85341,2.3488
85,1797-Ueber_die_merkwuerdige-1,I.56,6970.0,Ueber die merkwürdige magnetische Polarität einer Gebirgsgruppe von Serpentinstein,"in: Neues Journal der Physik 4:1 (1797), S. 136–140.",Deutsch,Leipzig,1797,"Schmidt, Albert: Humboldt und die magnetischen Erscheinungen am Haidberg im Fichtelgebirge, in: Geographischer Anzeiger 10 (1909), S. 209-210.",,51.33962,12.37129
86,1797-Ueber_einige_neuere-1,I.57,16796.0,Ueber einige neuere Galvanische Erscheinungen,"in: Medicinisch-chirurgische Zeitung 4:100 (14. Dezember 1797), S. 375–382.",Deutsch,Salzburg,1797,,"Alexander von Humboldt, Versuche über die gereizte Muskel- und Nervenfaser, Posen/Berlin 1797, Band 2, S. 446–454.",47.79941,13.04399
87,1797-Ueber_einige_neuere-2,I.57,5132.0,[Ueber einige neuere Galvanische Erscheinungen],"in: Journal der Erfindungen, Theorien und Widersprüche in der Natur- und Arzneiwissenschaft 7:25, Intelligenzblatt 21 (1798), S. 140–143, hier S. 140–141.",Deutsch,Gotha,1798,,,50.94823,10.70193
88,1797-xxx_Anzeige_von_ein-1,I.58,5650.0,"[Anzeige von ein paar für den Bergbau wichtigen Maschinen, um das Lichtbrennen und Athmen in irrespirablen Luftarten zu unterhalten]","in: Intelligenzblatt der Allgemeinen Literatur-Zeitung 29 (4. März 1797), Sp. 246–248.",Deutsch,Jena; Leipzig,1797,,,50.92878,11.5899
89,1797-xxx_Anzeige_von_ein-2,I.58,5910.0,"Anzeige von ein paar für den Bergbau wichtigen Maschinen, um das Lichtbrennen und Athmen in irrespirablen Luftarten zu unterhalten","in: Magazin für das Neueste aus der Physik und Naturgeschichte 11:4 (1798), S. 51–55.",Deutsch,Gotha,1798,,,50.94823,10.70193
90,1797-xxx_Brief-an-den-1-neu,I.59,2010.0,"[Brief an den Herausgeber, Johann Elert Bode]","in: Astronomisches Jahrbuch für das Jahr 1800 (1797), S. 205–206.",Deutsch,Berlin,1797,,,52.52437,13.41053
91,1797-xxx_Erklaerung-1,I.60,7187.0,[Erklärung],"in: Intelligenzblatt der Allgemeinen Literatur-Zeitung 38 (29. März 1797), Sp. 323–326.",Deutsch,Jena; Leipzig,1797,,,50.92878,11.5899
92,1797-xxx_Erklaerung-2,I.60,16893.0,"Sammlung einiger Aktenstücke, die vom Herrn Ober-Bergrath von Humboldt entdeckte polarisirende Gebirgsart betreffend","in: Neues Bergmännisches Journal 1:5/6 (1797), S. 542–548, 553–561.",Deutsch,Freiberg,1797,,,50.91089,13.33881
93,1797-xxx_Magneteisen_am_Fichtelgebirge-1,I.61,1217.0,[Magneteisen am Fichtelgebirge],"in: Intelligenzblatt der Allgemeinen Literatur-Zeitung 87 (19. Juli 1797), Sp. 722. [Teilweise in: „Sammlung einiger Aktenstücke, die vom Herrn Ober-Bergrath von Humboldt entdeckte polarisirende Gebirgsart betreffend“, in: Neues Bergmännisches Journal 1:5/6 (1797), S. 542–561, hier S. 560–561, vgl. 60.2.]",Deutsch,Jena; Leipzig,1797,,,50.92878,11.5899
94,1797-xxx_Magneteisen_am_Fichtelgebirge-2,I.61,1279.0,Magneteisen am Fichtelgebirge,"in: Magazin für den neuesten Zustand der Naturkunde mit Rücksicht auf die dazu gehörigen Hülfswissenschaften 1:1 (1797), S. 111–112.",Deutsch,Jena,1797,,,50.92878,11.5899
95,1797-xxx_Magneteisen_am_Fichtelgebirge-3-neu,I.61,1318.0,Herr von Humboldt untersuchte den polarisirenden Serpentinstein,"in: Uebersicht der Fortschritte, neuesten Erfindungen und Entdeckungen in Wissenschaften, Künsten, Manufakturen und Handwerken 3 (1799), S. 61–62.",Deutsch,Erfurt,1799,,,50.9787,11.03283
96,1797-xxx_Neue_Entdeckung-1,I.62,7241.0,[Neue Entdeckung],"in: Intelligenzblatt der Allgemeinen Literatur-Zeitung 68 (27. Mai 1797), Sp. 564–568. [Teilweise in: „Sammlung einiger Aktenstücke, die vom Herrn Ober-Bergrath von Humboldt entdeckte polarisirende Gebirgsart betreffend“, in: Neues Bergmännisches Journal 1:5/6 (1797), S. 542–561, hier S. 553–559, vgl. 60.2.]",Deutsch,Jena; Leipzig,1797,,,50.92878,11.5899
97,1798-Aus_einem_Schreiben_des_Hrn-1,I.63,808.0,Aus einem Schreiben des Hrn. Oberbergrath von Humboldt,"in: Astronomisches Jahrbuch für das Jahr 1801 (1798), S. 244.",Deutsch,Berlin,1798,"Die Jugendbriefe Alexander von Humboldts 1787–1799, herausgegeben von Ilse Jahn und Fritz G. Lange, Berlin: Akademie 1973, S. 607.",,52.52437,13.41053
98,1798-Aus_einem_Schreiben_des_koenigl-1,I.64,11483.0,Aus einem Schreiben des königl. Preußischen Ober-Berg-Raths Hrn. von Humboldt an den Herausgeber,"in: Allgemeine Geographische Ephemeriden 1:4 (April 1798), S. 496–500.",Deutsch,Weimar,1798,"Die Jugendbriefe Alexander von Humboldts 1787–1799, herausgegeben von Ilse Jahn und Fritz G. Lange, Berlin: Akademie 1973, S. 608–611.",,50.9803,11.32903
99,1798-Auszug_aus_einem_Par-1,I.65,5582.0,Auszug aus einem Par Briefen des königl. preußischen Ober-Bergraths Hrn. von Humbold an den Herausgeber,"in: Allgemeine Geographische Ephemeriden 1:3 (März 1798), S. 357–360.",Deutsch,Weimar,1798,"Die Jugendbriefe Alexander von Humboldts 1787–1799, herausgegeben von Ilse Jahn und Fritz G. Lange, Berlin: Akademie 1973, S. 605–607.",,50.9803,11.32903
100,1798-Auszug_aus_einem_Schreiben_Berchtoldsgaden-1,I.66,8041.0,Auszug aus einem Schreiben des Ober-Bergraths von Humboldt,"in: Allgemeine Geographische Ephemeriden 2:2 (August 1798), S. 165–169.",Deutsch,Weimar,1798,"Die Jugendbriefe Alexander von Humboldts 1787–1799, herausgegeben von Ilse Jahn und Fritz G. Lange, Berlin: Akademie 1973, S. 622–625.",,50.9803,11.32903
101,1798-Auszug_aus_einem_Schreiben_Paris-1,I.67,5344.0,Auszug aus einem Schreiben des Ober-Bergraths von Humboldt,"in: Allgemeine Geographische Ephemeriden 2:2 (August 1798), S. 174–177.",Deutsch,Weimar,1798,"Die Jugendbriefe Alexander von Humboldts 1787–1799, herausgegeben von Ilse Jahn und Fritz G. Lange, Berlin: Akademie 1973, S. 632–634.",,50.9803,11.32903
102,1798-De_l_irritabilite-1,I.68,89422.0,De l’irritabilité de la fibre nerveuse et musculaire Ü,"in: Journal de physique, de chimie, d’histoire naturelle et des arts 3:6 [= 46:6] (Nivôse an 6, Januar 1798), S. 465–474; 4:1 [= 47:1] (Messidor an 6 [Juni/Juli 1798]), S. 65–75; 4:3 [= 47:3] (Fructidor an 6 [August/September 1798]), S.189–197; 4:4 [= 47:4] (Vendémiaire an 7 [September/Oktober 1798]), S. 310–313.",Französisch,Paris,1798,,"Alexander von Humboldt, Versuche über die gereizte Muskel- und Nervenfaser, Posen/Berlin 1797, Band 1, S. 1–486; Band 2, S. 3–436.",48.85341,2.3488
103,1798-De_la_germination-1,I.69,4441.0,De la germination Ü,"in: Journal de physique, de chimie, d’histoire naturelle et des arts 4:1 [= 47:1] (Messidor an 6 [Juni/Juli 1798]), S. 63–65.",Französisch,Paris,1798,,,48.85341,2.3488
104,1798-De_la_germination-2-neu,I.69,4691.0,On the Effects of Oxygen in accelerating Germination,"in: The Philosophical Magazine 1:3 (1798), S. 309–311.",Englisch,London,1798,,,51.50853,-0.12574
105,1798-De_la_germination-3-neu,I.69,4646.0,On the effects of oxygen in accelerating germination,"in: The New England Quarterly Magazine 2 (Juli, August, September 1802), S. 14–15.",Englisch,"Boston, Massachusetts",1802,,,42.35843,-71.05977
106,1798-De_la_germination-4-neu,I.69,4824.0,Germination,"in: Supplement to the Encyclopædia, or Dictionary of Arts, Sciences, and Miscellaneous Literature, 3 Bände, Philadelphia: Budd and Bartram 1803, Band 2 (1803), S. 108.",Englisch,"Philadelphia, Pennsylvania",1803,,,39.95233,-75.16379
107,1798-De_la_germination-5-neu,I.69,3358.0,Germination,"in: The New and Complete American Encyclopædia: or, Universal Dictionary of Arts and Sciences; on an Improved Plan [...], 7 Bände, New York: John Low 1805–1811, Band 4 (1808), S. 77.",Englisch,"New York City, New York",1808,,,40.71427,-74.00597
108,1798-De_la_germination-6-neu,I.69,3361.0,"Germination, chemical experiments respecting","in: The New Encyclopædia; or, Universal Dictionary of Arts and Sciences [...], 23 Bände, London: Vernor, Hood, and Sharpe 1807, Band 10, S. 397.",Englisch,London,1807,,,51.50853,-0.12574
109,1798-De_la_germination-7-neu,I.69,3371.0,"Germination, chemical experiments respecting","in: Encyclopædia Perthensis; or Universal Dictionary of the Arts, Sciences, Literature, &c., 2. Auflage, 23 Bände, Edinburgh: John Brown 1807–1816, Band 10 (1816), S. 397.",Englisch,Edinburgh,1816,,,55.95206,-3.19648
110,1798-Einleitung_ueber_einige-1,I.70,33980.0,Einleitung über einige Gegenstände der Pflanzenphysiologie,"in: Jan Ingenhousz, Über Ernährung der Pflanzen und Fruchtbarkeit des Bodens. Aus dem Englischen übersezt und mit Anmerkungen versehen von Gotthelf Fischer […]. Nebst einer Einleitung über einige Gegenstände der Pflanzenphysiologie von F. A. von Humboldt, Leipzig: Schäferische Buchhandlung 1798, S. 3–44.",Deutsch,Leipzig,1798,,,51.33962,12.37129
111,1798-Experiences_sur_le-1,I.71,66400.0,"Expériences sur le Gaz nitreux, et ses combinaisons avec l’Oxigène","in: Annales de chimie 28:2 (30 Vendémiaire an 7 [30. September 1798]), S. 123–180.",Französisch,Paris,1798,,,48.85341,2.3488
112,1798-Experiences_sur_le-2,I.71,11887.0,"Ueber das Salpetergas, und seine Verbindungen mit dem Sauerstoff","in: Allgemeines Journal der Chemie 1:3 (1798), S. 263–270.",Deutsch,Leipzig,1798,,,51.33962,12.37129
113,1798-Experiences_sur_le-3-neu,I.71,82980.0,Beyträge zur Eudiometrie,"in: Allgemeines Journal der Chemie 3:13 (Juli 1799), S. 80–106; 3:14 (August 1799), S. 146–173.",Deutsch,Leipzig,1799,,,51.33962,12.37129
114,1798-Extrait_d_une-1,I.72,3705.0,"Extrait d’une lettre de Humboldt, au D. Ingenhousz; sur la proprieté des terres simples de décomposer l’air atmosphérique","in: Journal de physique, de chimie, d’histoire naturelle et des arts 4:5 [= 47:5] (Brumaire an 7 [Oktober/November 1798]), S. 377–378.",Französisch,Paris,1798,"Humboldt. Correspondance inédite scientifique et littéraire, herausgegeben von Jean Bernard Marie Alexandre Dezos de La Roquette, 2 Bände, Paris: E. Ducrocq 1865/1869, Band 1, S. 50–52.Die Jugendbriefe Alexander von Humboldts 1787–1799, herausgegeben von Ilse Jahn und Fritz G. Lange, Berlin: Akademie 1973, S. 644–645. [nach Handschriftenmanuskript]; Ludwig Achim von Arnim, Werke und Briefwechsel, Historisch-kritische Ausgabe, in Zusammenarbeit mit der Stiftung Weimarer Klassik und Kunstsammlungen herausgegeben von Roswitha Burwick, Lothar Ehrlich, Heinz Härtl, Renate Moering, Ulfert Ricklefs und Christof Wingertszahn, Tübingen: Niemeyer 2007, Band 2, Naturwissenschaftliche Schriften 1, herausgegeben von Roswitha Burwick, S. 85–87.",,48.85341,2.3488
115,1798-Extrait_d_une-2,I.72,15754.0,Ueber die Zersetzung des Sauerstoffgas durch die reinen Erden,"in: Annalen der Physik 1:4 (1799), S. 501–504.",Deutsch,Halle,1799,"Ludwig Achim von Arnim, Werke und Briefwechsel, Historisch-kritische Ausgabe, in Zusammenarbeit mit der Stiftung Weimarer Klassik und Kunstsammlungen herausgegeben von Roswitha Burwick, Lothar Ehrlich, Heinz Härtl, Renate Moering, Ulfert Ricklefs und Christof Wingertszahn, Tübingen: Niemeyer 2007, Band 2, Naturwissenschaftliche Schriften 1, herausgegeben von Roswitha Burwick, S. 85–92.",,51.48158,11.97947
116,1798-Extrait_d_une-3,I.72,5726.0,"Ueber die Eigenschaft der reinen Erden, die atmosphärische Luft zu zersetzen","in: Magazin für den neuesten Zustand der Naturkunde mit Rücksicht auf die dazu gehörigen Hülfswissenschaften 1:4 (1799), S. 26–30.",Deutsch,Jena,1799,"Die Jugendbriefe Alexander von Humboldts 1787–1799, herausgegeben von Ilse Jahn und Fritz G. Lange, Berlin: Akademie 1973, S. 644–645.",,50.92878,11.5899
117,1798-Lettre_de_Frederic-1,I.73,5369.0,Lettre de Fréderic Humboldt au C. Fourcroy Ü,"in: Annales de chimie 27 (30 Messidor an 6 [18. Juli 1798]), S. 62–66.",Französisch,Paris,1798,"Bruhns, Karl [Hrsg.]: Alexander von Humboldt. Eine wissenschaftliche Biographie. Bd. 1. Leipzig 1872, S. 224.",,48.85341,2.3488
118,1798-Memoire_sur_la-1,I.74,22609.0,"Mémoire sur la Combinaison ternaire du Phosphore, de l’Azote et de l’Oxigène, ou sur l’existence des Phosphures d’azote oxidés","in: Annales de chimie 27:2 (30 Messidor an 6 [18. Juli 1798]), S. 141–160.",Französisch,Paris,1798,,"„Ueber die dreifache Verbindung des Phosphors, Stickstoffs und Sauerstoffs mit einander oder über die Existenz der oxidirten Phosphorstickgase“, in: Alexander von Humboldt, Versuche über die chemische Zerlegung des Luftkreises und über einige andere Gegenstände der Naturlehre, Braunschweig 1799, S. 63–80.",48.85341,2.3488
119,1798-Memoire_sur_la-2,I.74,26301.0,"Abhandlung über die dreyfache Verbindung aus Phosphor, Stickstoff und Sauerstoff, oder über das Daseyn der Phosphures d’azote oxidés","in: Allgemeines Journal der Chemie 1:6 (1798), S. 573–589.",Deutsch,Leipzig,1798,,,51.33962,12.37129
120,1798-Memoire_sur_la-3,I.74,10447.0,"Ueber eine dreyfache Verbindung des Phosphors, des Stick- und Sauerstoffs, oder über das Daseyn eines mit Phosphor und Sauerstoff vereinigten Stickstoffs","in: Chemische Annalen für die Freunde der Naturlehre, Arzneygelahrtheit, Haushaltungskunst, und Manufakturen 15:2:12 (1798), S. 482–489.",Deutsch,Helmstedt,1798,,,52.2279,11.00985
121,1798-Nachrichten_von_des-1,I.75,54608.0,Nachrichten von des k. preußisch. Oberbergraths Fried. Alexand. v. Humboldt Bemühungen zur Erleichterung des menschlichen Aufenthaltes in bösen Grubenwettern,"in: Jahrbücher der Berg- und Hüttenkunde 2 (1798), S. 193–233.",Deutsch,Salzburg,1798,,"Alexander von Humboldt, Über die unterirdischen Gasarten und die Mittel ihren Nachtheil zu vermindern. Ein Beytrag zur Physik der praktischen Bergbaukunde, Braunschweig: Friedrich Vieweg 1799, S. 249–360.",47.79941,13.04399
122,1798-Nachrichten_von_des-2-neu,I.75,8170.0,Des Herrn v. Humboldt’s Entdeckungen über die Natur der Grubenwetter,"in: Uebersicht der Fortschritte, neuesten Erfindungen und Entdeckungen in Wissenschaften, Künsten, Manufakturen und Handwerken 3 (1799), S. 291–296.",Deutsch,Erfurt,1799,,,50.9787,11.03283
123,1798-Note_de_Frederic-1,I.76,3065.0,"Note de Frédéric von-Humboldt, sur les Observations précédentes Ü","in: Journal de physique, de chimie, d’histoire naturelle et des arts 4:3 [= 47:3] (Fructidor an 6 [August/September 1798]), S. 205–206.",Französisch,Paris,1798,,,48.85341,2.3488
124,1798-Note_de_Frederic-2-neu,I.76,2986.0,Remarks on the above Observations,"in: The Philosophical Magazine 1 (1798), S. 419–420.",Englisch,London,1798,,,51.50853,-0.12574
125,1798-Note_de_Frederic-3-neu,I.76,2985.0,Remarks on the above Observations,"in: The New England Quarterly Magazine 1 (April, Mai, Juni 1802), S. 14–15.",Englisch,"Boston, Massachusetts",1802,,,42.35843,-71.05977
126,1798-Notice_sur_la-1,I.77,8833.0,Notice sur la cause et les effets de la dissolubilité du gaz nitreux dans la solution du sulfate de fer,"in: Annales de chimie 28:2 (30 Vendémiaire an 7 [21. Oktober 1798]), S. 181–188. [Teilweise in: „Beyträge zur Eudiometrie“, in: Allgemeines Journal der Chemie 3:13 (Juli 1799), S. 80–106; 3:14 (August 1799), S. 146–173, hier 3:13 (Juli 1799), S. 81–87, vgl. 71.3.]",Französisch,Paris,1798,,,48.85341,2.3488
127,1798-Notice_sur_la-2,I.77,8636.0,Notice sur la cause et les effets de la dissolubilité du gaz nitreux dans la solution du sulfate de fer,"in: Journal de la société des pharmaciens de Paris 2:7 (15 Frimaire an 7 [5. Dezember 1798]), S. 297–299.",Französisch,Paris,1798,,,48.85341,2.3488
128,1798-Notice_sur_la-3,I.77,10607.0,Bemerkungen über die Ursache und über die Wirkungen der Auflösbarkeit des Salpetergas’s in der Auflösung des schwefelsauren Eisens (sulfate de fer),"in: Chemische Annalen für die Freunde der Naturlehre, Arzneygelahrtheit, Haushaltungskunst und Manufakturen 17:2:7 (1800), S. 66–74.",Deutsch,Helmstedt,1800,,,52.2279,11.00985
